"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","1002","2203495264256","2080768","11628544","38704","C:\Windows\System32\svchost.exe","Microsoft Corporation","31.71875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5544","Microsoft.Win32.SafeHandles.SafeProcessHandle","1002","1220",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38704","38704","11628544","11628544","175240","175240","36675584","36675584","35356672","35356672","512753664","2203830976512","True","Normal","11628544","11628544","00:00:20.6093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:31.7187500","00:00:11.1093750","177041408","2203495264256","False",,,,"2080768","2080768",,
"svchost","0","549","2203511889920","2285568","19918848","26104","C:\Windows\System32\svchost.exe","Microsoft Corporation","9.640625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5316","Microsoft.Win32.SafeHandles.SafeProcessHandle","549","1536",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26104","26104","19918848","19918848","188168","188168","60563456","60563456","60063744","60063744","345944064","2203664166912","True","Normal","19918848","19918848","00:00:05.4062500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.6406250","00:00:04.2343750","193667072","2203511889920","False",,,,"2285568","2285568",,
"svchost","0","343","2203414474752","0","3092480","13440","C:\Windows\System32\svchost.exe","Microsoft Corporation","1.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2716","Microsoft.Win32.SafeHandles.SafeProcessHandle","343","1572",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13440","13440","3092480","3092480","116920","116920","3403776","3403776","22618112","22618112","98906112","2203417128960","True","Normal","3092480","3092480","00:00:00.7031250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1875000","00:00:00.4843750","96251904","2203414474752","False",,,,"0","0",,
"svchost","0","222","2203616215040","1990656","21909504","24472","C:\Windows\system32\svchost.exe","Microsoft Corporation","41.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5560","Microsoft.Win32.SafeHandles.SafeProcessHandle","222","1704",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24472","24472","21909504","21909504","102576","102576","196472832","196472832","62746624","62746624","315252736","2203633475584","True","Normal","21909504","21909504","00:00:10.3906250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:41.1562500","00:00:30.7656250","297992192","2203616215040","False",,,,"1990656","1990656",,
"svchost","0","130","2203386421248","438272","1560576","10520","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5476","Microsoft.Win32.SafeHandles.SafeProcessHandle","130","1712",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10520","10520","1560576","1560576","63152","63152","1753088","1753088","11321344","11321344","70701056","2203388923904","True","Normal","1560576","1560576","00:00:00.3593750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.0937500","68198400","2203386421248","False",,,,"438272","438272",,
"svchost","0","376","2203399540736","606208","2326528","14472","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.296875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5540","Microsoft.Win32.SafeHandles.SafeProcessHandle","376","1720",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14472","14472","2326528","2326528","101088","101088","3215360","3215360","15953920","15953920","90615808","2203408838656","True","Normal","2326528","2326528","00:00:00.9375000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2968750","00:00:00.3593750","81317888","2203399540736","False",,,,"606208","606208",,
"svchost","0","208","2203392827392","0","1789952","12440","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.296875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5480","Microsoft.Win32.SafeHandles.SafeProcessHandle","208","1728",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12440","12440","1789952","1789952","72872","72872","2048000","2048000","13336576","13336576","77488128","2203395710976","True","Normal","1789952","1789952","00:00:00.2500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 1:29:08 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.0468750","74604544","2203392827392","False",,,,"0","0",,
"svchost","0","409","2203427803136","2093056","9744384","32176","C:\Windows\system32\svchost.exe","Microsoft Corporation","7.265625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5256","Microsoft.Win32.SafeHandles.SafeProcessHandle","409","1956",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32176","32176","9744384","9744384","115064","115064","12787712","12787712","19030016","19030016","116756480","2203434979328","True","Normal","9744384","9744384","00:00:04.5781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.2656250","00:00:02.6875000","109580288","2203427803136","False",,,,"2093056","2093056",,
"svchost","0","513","2203388157952","897024","1753088","8016",,,"0.5",,,,,"Process","8",,,,,,"513","2632",".","0","",,,,,"8016","8016","1753088","1753088","78976","78976","2019328","2019328","7602176","7602176","75841536","2203394064384",,,"1753088","1753088","00:00:00.2656250","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 10:51:54 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5000000","00:00:00.2343750","69935104","2203388157952","False",,,,"897024","897024",,
"svchost","0","221","2203401584640","2015232","2682880","12728",,,"0.359375",,,,,"Process","8",,,,,,"221","2892",".","0","",,,,,"12728","12728","2682880","2682880","82696","82696","2998272","2998272","10207232","10207232","88449024","2203406671872",,,"2682880","2682880","00:00:00.3125000","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 10:00:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.0468750","83361792","2203401584640","False",,,,"2015232","2015232",,
"svchost","2","291","2203479556096","1687552","3702784","14544","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5464","Microsoft.Win32.SafeHandles.SafeProcessHandle","291","3608",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14544","14544","3702784","3702784","227760","227760","4284416","4284416","40710144","40710144","172482560","2203490705408","True","Normal","3702784","3702784","00:00:00.1875000","svchost","3","True","2","System.Diagnostics.ProcessStartInfo","3/21/2023 10:34:48 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1875000","161333248","2203479556096","False",,,,"1687552","1687552",,
"svchost","0","124","2203396489216","0","1744896","8560",,,"0.015625",,,,,"Process","8",,,,,,"124","3948",".","0","",,,,,"8560","8560","1744896","1744896","76224","76224","1847296","1847296","7335936","7335936","79314944","2203397537792",,,"1744896","1744896","00:00:00.0156250","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","3/24/2023 1:21:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","78266368","2203396489216","False",,,,"0","0",,
"svchost","0","897","2203473522688","0","14188544","18448","C:\Windows\System32\svchost.exe","Microsoft Corporation","7.9375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5692","Microsoft.Win32.SafeHandles.SafeProcessHandle","897","5336",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18448","18448","14188544","14188544","251968","251968","23179264","23179264","36331520","36331520","184926208","2203503149056","True","Normal","14188544","14188544","00:00:03.3593750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 10:35:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.9375000","00:00:04.5781250","155299840","2203473522688","False",,,,"0","0",,
"svchost","0","209","2203395338240","0","1966080","14488","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.609375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6108","Microsoft.Win32.SafeHandles.SafeProcessHandle","209","5376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14488","14488","1966080","1966080","79328","79328","2248704","2248704","13197312","13197312","83406848","2203401629696","True","Normal","1966080","1966080","00:00:00.5000000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 10:36:08 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6093750","00:00:00.1093750","77115392","2203395338240","False",,,,"0","0",,
"svchost","0","169","2203392532480","0","1753088","13328","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5884","Microsoft.Win32.SafeHandles.SafeProcessHandle","169","7024",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13328","13328","1753088","1753088","73968","73968","2174976","2174976","15958016","15958016","77979648","2203396202496","True","Normal","1753088","1753088","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 1:17:45 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0468750","74309632","2203392532480","False",,,,"0","0",,
"svchost","0","225","2203414102016","61440","2908160","13808","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6084","Microsoft.Win32.SafeHandles.SafeProcessHandle","225","7848",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13808","13808","2908160","2908160","118808","118808","5206016","5206016","22175744","22175744","117981184","2203436204032","True","Normal","2908160","2908160","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","3/22/2023 1:54:22 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","95879168","2203414102016","False",,,,"61440","61440",,
"System","0","2412","4001792","0","200704","272",,,"992.453125",,,,,"Process","8",,,,,,"2412","4",".","0","",,,,,"272","272","200704","200704","0","0","225280","225280","1474560","1474560","18006016","18006016",,,"200704","200704","00:16:32.4531250","System",,"True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:16:32.4531250","00:00:00","4001792","4001792","False",,,,"0","0",,
"taskhostw","2","348","2203485229056","0","5709824","19552","C:\Windows\system32\taskhostw.exe","Microsoft Corporation","0.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","8",,"False",,"5524","Microsoft.Win32.SafeHandles.SafeProcessHandle","348","2352",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19552","19552","5709824","5709824","265424","265424","6172672","6172672","20541440","20541440","172879872","2203491102720","True","Normal","5709824","5709824","00:00:00.4062500","taskhostw","3","True","2","System.Diagnostics.ProcessStartInfo","3/21/2023 11:14:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.0468750","167006208","2203485229056","False",,,,"0","0",,
"taskhostw","2","228","2203437387776","684032","2592768","15360","C:\Windows\system32\taskhostw.exe","Microsoft Corporation","0.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","8",,"False",,"5572","Microsoft.Win32.SafeHandles.SafeProcessHandle","228","5288",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15360","15360","2592768","2592768","164416","164416","3051520","3051520","9191424","9191424","120213504","2203438436352","True","Normal","2592768","2592768","00:00:00.4062500","taskhostw","3","True","2","System.Diagnostics.ProcessStartInfo","3/21/2023 10:35:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6875000","00:00:00.2812500","119164928","2203437387776","False",,,,"684032","684032",,
"taskhostw","2","278","2203476930560","2035712","4521984","16784","C:\Windows\system32\taskhostw.exe","Microsoft Corporation","0.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","8",,"False",,"4888","Microsoft.Win32.SafeHandles.SafeProcessHandle","278","7964",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16784","16784","4521984","4521984","250312","250312","4816896","4816896","16539648","16539648","164032512","2203482255360","True","Normal","4521984","4521984","00:00:00.3281250","taskhostw","3","True","2","System.Diagnostics.ProcessStartInfo","3/23/2023 12:02:46 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6875000","00:00:00.3593750","158707712","2203476930560","False",,,,"2035712","2035712",,
"TextInputHost","2","542","2203605073920","3424256","8921088","22960","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","Microsoft Corporation","1.3125","121.9202.4105.0","121.9202.4105.0","","Microsoft? Windows? Operating System","Process","8",,"False",,"5724","Microsoft.Win32.SafeHandles.SafeProcessHandle","542","3720",".","131382","Microsoft Text Input Application","System.Diagnostics.ProcessModule (TextInputHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22960","22960","8921088","8921088","447576","447576","9392128","9392128","40751104","40751104","299425792","2203617648640","True","Normal","8921088","8921088","00:00:00.9531250","TextInputHost","3","True","2","System.Diagnostics.ProcessStartInfo","3/21/2023 10:38:23 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3281250","00:00:00.3750000","286851072","2203605073920","False",,,,"3424256","3424256",,
"wininit","0","164","2203387527168","0","1388544","11240",,,"0.109375",,,,,"Process","13",,,,,,"164","496",".","0","",,,,,"11240","11240","1388544","1388544","76896","76896","1933312","1933312","7393280","7393280","81895424","2203400118272",,,"1388544","1388544","00:00:00.0937500","wininit",,"True","0","System.Diagnostics.ProcessStartInfo","3/21/2023 9:58:03 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0156250","69304320","2203387527168","False",,,,"0","0",,
"winlogon","2","276","2203418550272","786432","2646016","12328","C:\Windows\system32\winlogon.exe","Microsoft Corporation","0.25","10.0.19041.1151 (WinBuild.160101.0800)","10.0.19041.1151","Windows Logon Application","Microsoft? Windows? Operating System","Process","13",,"False",,"5944","Microsoft.Win32.SafeHandles.SafeProcessHandle","276","1492",".","0","","System.Diagnostics.ProcessModule (winlogon.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12328","12328","2646016","2646016","142760","142760","3022848","3022848","10285056","10285056","105418752","2203423641600","True","High","2646016","2646016","00:00:00.1875000","winlogon","3","True","2","System.Diagnostics.ProcessStartInfo","3/21/2023 10:34:43 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2500000","00:00:00.0625000","100327424","2203418550272","False",,,,"786432","786432",,
"WmiPrvSE","0","176","2203398004736","9633792","2875392","11600","C:\Windows\system32\wbem\wmiprvse.exe","Microsoft Corporation","0.03125","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","WMI Provider Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6016","Microsoft.Win32.SafeHandles.SafeProcessHandle","176","3992",".","0","","System.Diagnostics.ProcessModule (wmiprvse.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11600","11600","2875392","2875392","81576","81576","2891776","2891776","9687040","9687040","79831040","2203398053888","True","Normal","2875392","2875392","00:00:00.0156250","WmiPrvSE","3","True","0","System.Diagnostics.ProcessStartInfo","3/24/2023 1:28:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","79781888","2203398004736","False",,,,"9633792","9633792",,
